"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SMPLNNBR","VSTNBR","LAYER_TYPE","SAMPLER_TYPE","QASTATCD","SAMPLE_DATE","LAB_ID","SAMPLE_ID","FIELD_MOIST_SOIL_WT","AIR_DRY_SOIL_WT","OVEN_DRY_SOIL_WT","FIELD_MOIST_WATER_CONTENT_PCT","RESIDUAL_WATER_CONTENT_PCT","TOTAL_WATER_CONTENT_PCT","BULK_DENSITY","COARSE_FRACTION_PCT","C_ORG_PCT","C_INORG_PCT","C_TOTAL_PCT","N_TOTAL_PCT","PH_H2O","PH_CACL2","EXCHNG_NA","EXCHNG_K","EXCHNG_MG","EXCHNG_CA","EXCHNG_AL","ECEC","EXCHNG_MN","EXCHNG_FE","EXCHNG_NI","EXCHNG_CU","EXCHNG_ZN","EXCHNG_CD","EXCHNG_PB","EXCHNG_S","BRAY1_P","OLSEN_P","MEASYEAR","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE"
"71399395010538","66412678010538",2005,39,99,3684,2,1,"MIN_2","BD",1,2005-07-06,"GRFSL","05-39-040",315.66,249.45,247.37,26.54,0.84,27.61,1.37,5.31,1.86,,1.86,0.06,4.68,4.19,15,45,28,158,152,2.89,119.9,0,0.2,0,1.8,0,0.7,21.4,0.9,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399397010538","66412678010538",2005,39,99,3684,3,1,"FF_TOTAL","SF",1,2005-07-06,"GRFSL","05-39-038",53.2,26.68,25.17,99.4,6.02,111.4,0.594,,34.08,,34.08,0.93,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399398010538","66412678010538",2005,39,99,3684,4,1,"FF_TOTAL","SF",1,2005-07-06,"GRFSL","05-39-044",78.75,17.2,16.18,357.85,6.33,386.84,0.191,,41.65,,41.65,1.23,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399337010538","66413241010538",2005,39,105,2390,2,1,"FF_TOTAL","SF",1,2005-06-21,"GRFSL","05-39-013",57.97,47.49,44.21,22.07,7.42,31.13,0.15,,42.13,,42.13,1.42,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399335010538","66413241010538",2005,39,105,2390,2,1,"MIN_1","BD",1,2005-06-21,"GRFSL","05-39-016",273.56,236.97,234.06,15.44,1.25,16.88,1.3,0.39,2.43,,2.43,0.09,4.47,3.93,11,85,54,260,249,4.78,52.4,2,0.5,0,2.5,0,2.9,12.6,3,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399336010538","66413241010538",2005,39,105,2390,2,1,"MIN_2","BD",1,2005-06-21,"GRFSL","05-39-017",296.58,264.23,262.03,12.24,0.84,13.18,1.46,1.44,1.51,,1.51,0.04,4.49,3.93,12,59,33,75,249,3.62,15.1,4.1,0.3,0,2.2,0,1.8,11.9,2.1,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399338010538","66413241010538",2005,39,105,2390,3,1,"FF_TOTAL","SF",1,2005-06-21,"GRFSL","05-39-014",105.06,70.06,66.7,49.96,5.03,57.5,0.524,,28.65,,28.65,1.01,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399339010538","66413241010538",2005,39,105,2390,4,1,"FF_TOTAL","SF",1,2005-06-21,"GRFSL","05-39-015",206.78,142.14,135.2,45.48,5.13,52.94,0.569,,28.61,,28.61,1.16,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399375010538","66414281010538",2005,39,113,3539,2,1,"FF_TOTAL","SF",1,2005-07-14,"GRFSL","05-39-050",92.6,56.2,53.29,64.77,5.46,73.76,0.377,,25.72,,25.72,0.81,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399373010538","66414281010538",2005,39,113,3539,2,1,"MIN_1","BD",1,2005-07-14,"GRFSL","05-39-052",222.83,191.97,189.27,16.08,1.43,17.73,1.05,0.61,4.38,,4.38,0.23,6.17,5.78,11,100,383,1473,1,10.81,19.5,0,0,0,0,0.1,0.1,9.6,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399374010538","66414281010538",2005,39,113,3539,2,1,"MIN_2","BD",1,2005-07-14,"GRFSL","05-39-053",231.34,200.77,198.73,15.23,1.02,16.41,1.1,13.01,2.06,,2.06,0.09,5.58,5.17,10,57,231,752,6,5.9,20.3,0,0.1,0,0.1,0,0.3,6.2,4.1,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399376010538","66414281010538",2005,39,113,3539,3,1,"FF_TOTAL","SF",1,2005-07-14,"GRFSL","05-39-051",50.41,32.44,30.55,55.39,6.18,64.99,0.257,,37.84,,37.84,1.09,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399361010538","66415946010538",2005,39,119,2977,2,1,"FF_TOTAL","SF",1,2005-06-20,"GRFSL","05-39-018",188.78,106.04,99.2,78.03,6.9,90.3,0.524,,35.97,,35.97,1.35,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399360010538","66415946010538",2005,39,119,2977,2,1,"MIN_1","O",1,2005-06-20,"GRFSL","05-39-021",306.44,220.41,217.49,39.03,1.34,40.9,,0.03,3.98,,3.98,0.2,5.57,5.17,16,104,357,1719,3,11.89,86.9,0,0.7,0,1.2,0.1,0.1,21.5,1.4,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399359010538","66415946010538",2005,39,119,2977,2,1,"MIN_2","BD",1,2005-06-20,"GRFSL","05-39-022",294.36,271.2,270.41,8.54,0.29,8.86,1.5,0.53,1.95,,1.95,0.09,5.94,5.46,12,60,275,1086,0,7.89,65,0,0.3,0,0.2,0.1,0,10.3,1,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399362010538","66415946010538",2005,39,119,2977,3,1,"FF_TOTAL","SF",1,2005-06-20,"GRFSL","05-39-019",42.49,32.82,30.43,29.46,7.84,39.62,0.203,,37.46,,37.46,1.52,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399363010538","66415946010538",2005,39,119,2977,4,1,"FF_TOTAL","SF",1,2005-06-20,"GRFSL","05-39-020",24.56,20.78,19.6,18.19,6,25.29,0.12,,31.95,,31.95,1.3,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399358010538","66416953010538",2005,39,129,4055,4,1,"FF_TOTAL","SF",1,2005-08-01,"GRFSL","05-39-068",60.7,59.19,57.05,2.55,3.75,6.4,0.651,,13,,13,0.67,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399347010538","66419770010538",2005,39,145,2326,2,1,"FF_TOTAL","SF",1,2005-06-23,"GRFSL","05-39-023",122.32,95.84,89.83,27.63,6.68,36.16,1.135,,36.12,,36.12,1.52,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399345010538","66419770010538",2005,39,145,2326,2,1,"MIN_1","BD",1,2005-06-23,"GRFSL","05-39-026",254.28,224.86,221.66,13.08,1.44,14.72,1.23,2.33,2.89,,2.89,0.13,4.57,4.11,12,97,66,235,119,3.34,145.9,0.4,1,0,1.8,0.1,0.6,13.7,0.6,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399346010538","66419770010538",2005,39,145,2326,2,1,"MIN_2","BD",1,2005-06-23,"GRFSL","05-39-027",348.05,307.45,306.14,13.21,0.43,13.69,1.7,0.39,1.2,,1.2,0.03,4.69,4.2,12,68,52,83,92,2.09,75.6,0,0.3,0.3,0.7,0,0.9,15.6,0.8,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399348010538","66419770010538",2005,39,145,2326,3,1,"FF_TOTAL","SF",1,2005-06-23,"GRFSL","05-39-024",121.14,103.33,96.61,17.24,6.95,25.38,1.627,,39.01,,39.01,1.83,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399349010538","66419770010538",2005,39,145,2326,4,1,"FF_TOTAL","SF",1,2005-06-23,"GRFSL","05-39-025",196.61,144.25,138.21,36.3,4.37,42.26,0.531,,28.73,,28.73,1.21,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399353010538","66422502010538",2005,39,163,2417,2,1,"FF_TOTAL","SF",1,2005-06-15,"GRFSL","05-39-001",135.48,74.3,69.84,82.34,6.39,93.99,0.95,,40.8,,40.8,1.3,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399351010538","66422502010538",2005,39,163,2417,2,1,"MIN_1","BD",1,2005-06-15,"GRFSL","05-39-004",269.66,214.53,212.59,25.7,0.91,26.85,1.18,5.92,3.15,,3.15,0.1,4.16,3.71,7,74,19,78,257,3.62,51.5,9.3,0.3,0,2,0,2.6,17,7.8,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399352010538","66422502010538",2005,39,163,2417,2,1,"MIN_2","BD",1,2005-06-15,"GRFSL","05-39-005",352.1,299.34,297.27,17.63,0.7,18.45,1.65,4.09,1.37,,1.37,0.02,4.35,3.93,14,71,14,19,180,2.45,26.1,34.3,0.2,0.6,4.1,0,0.9,14.1,1,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399354010538","66422502010538",2005,39,163,2417,3,1,"FF_TOTAL","SF",1,2005-06-15,"GRFSL","05-39-002",129.61,72.05,68.61,79.89,5.01,88.91,0.528,,28.22,,28.22,0.95,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399355010538","66422502010538",2005,39,163,2417,4,1,"FF_TOTAL","SF",1,2005-06-15,"GRFSL","05-39-003",161.97,82.03,81.21,97.45,1.01,99.44,1.064,,32.95,,32.95,1.16,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399370010538","66422980010538",2005,39,165,2886,2,1,"FF_TOTAL","SF",1,2005-07-13,"GRFSL","05-39-054",102.3,61.19,59.18,67.18,3.4,72.86,0.445,,13.07,,13.07,0.76,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399368010538","66422980010538",2005,39,165,2886,2,1,"MIN_1","BD",1,2005-07-13,"GRFSL","05-39-057",275.63,220.07,216.53,25.25,1.63,27.29,1.2,0.26,2.8,0.7,3.5,0.3,7.38,7.11,23,138,411,3102,0,19.31,4.7,0,0,0,0,0,0,11.4,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399369010538","66422980010538",2005,39,165,2886,2,1,"MIN_2","BD",1,2005-07-13,"GRFSL","05-39-058",311.26,257.17,253.96,21.03,1.26,22.56,1.41,0.02,1.98,0.68,2.66,0.2,7,6.7,24,121,320,3160,0,18.82,3,0,0,0,0,0,0,9.4,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399371010538","66422980010538",2005,39,165,2886,3,1,"FF_TOTAL","SF",1,2005-07-13,"GRFSL","05-39-055",51.08,37.4,36.12,36.58,3.56,41.44,0.251,,16.84,,16.84,0.73,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
"71399372010538","66422980010538",2005,39,165,2886,4,1,"FF_TOTAL","SF",1,2005-07-13,"GRFSL","05-39-056",87.55,35.47,33.52,146.83,5.82,161.18,3.952,,43.17,,43.17,0.77,,,,,,,,,,,,,,,,,,,2005,"",2018-02-23,"126144","",2007-05-29,"10538"
